Timestamp,Company_Name,Industry_Type,Revenue,Expenses,Profit,Efficiency,Quality,Innovation,Satisfaction,Market_Share,Key_Column,Mean_Value,Max_Value,Min_Value,Total_Production,Company_ID
2024-02-10 18:33:09,Jordan-Bolton,Saúde,725759,486633,282741,0.9372346542508659,0.8316934429983367,0.772063611170399,0.9048972814550403,19.031924875159113,Key_0,0.601817343924376,725759,282741,19031.924875159115,Saúde_Jordan-Bolton
2024-02-09 18:33:09,Jordan-Bolton,Saúde,646946,593427,238253,0.8686150906228435,0.7303759536837748,0.9146270940043888,0.9080475516218995,19.108460523272896,Key_1,0.5802536739342663,646946,238253,19108.460523272897,Saúde_Jordan-Bolton
2024-02-08 18:33:09,Jordan-Bolton,Saúde,780336,314468,104426,0.7891104870378927,0.8413433894275362,0.7203398155273456,0.8813688576099934,12.567422359857677,Key_2,0.4782428900034752,780336,104426,12567.422359857677,Saúde_Jordan-Bolton
2024-02-07 18:33:09,Jordan-Bolton,Saúde,769157,611001,299422,0.7500016143936882,0.8953037691055694,0.8013836737100414,0.7942001201000195,13.145982920581545,Key_3,0.5381125259773283,769157,299422,13145.982920581546,Saúde_Jordan-Bolton
2024-02-06 18:33:09,Jordan-Bolton,Saúde,512265,569181,202536,0.932610464657243,0.9117099543363236,0.7779137248392307,0.7485546490301987,17.1325579106204,Key_4,0.6614368927437578,569181,202536,17132.5579106204,Saúde_Jordan-Bolton
2024-02-05 18:33:09,Jordan-Bolton,Saúde,784372,354021,114087,0.8591112671327183,0.7790173624819666,0.7016665937389476,0.8542642075273761,16.730805341858954,Key_5,0.46959920422806206,784372,114087,16730.805341858955,Saúde_Jordan-Bolton
2024-02-04 18:33:09,Jordan-Bolton,Saúde,883839,550336,290061,0.7175958433338347,0.7542917851192009,0.7471752160736883,0.7545994313348159,14.756807614374301,Key_6,0.4044284976671433,883839,290061,14756.8076143743,Saúde_Jordan-Bolton
2024-02-03 18:33:09,Jordan-Bolton,Saúde,979584,398701,252018,0.8442276549487611,0.9286090699899539,0.712732449657369,0.7571222358530185,10.36460270902327,Key_7,0.558751919126653,979584,252018,10364.60270902327,Saúde_Jordan-Bolton
2024-02-02 18:33:09,Jordan-Bolton,Saúde,631946,554030,174612,0.826945854299339,0.8120875263999158,0.8600937891747156,0.8108935252234106,5.3311575677537215,Key_8,0.5775980597713894,631946,174612,5331.157567753721,Saúde_Jordan-Bolton
2024-02-01 18:33:09,Jordan-Bolton,Saúde,611535,545297,305174,0.7864188557240648,0.8198224424467089,0.8291123493647635,0.854272497308032,6.7043692747002455,Key_9,0.5345484869665896,611535,305174,6704.369274700245,Saúde_Jordan-Bolton
2024-01-31 18:33:09,Jordan-Bolton,Saúde,748863,675629,154969,0.9188432214027715,0.8867811059455082,0.7910110863237603,0.7295558721859863,5.685093872258349,Key_10,0.644525964458866,748863,154969,5685.09387225835,Saúde_Jordan-Bolton
2024-01-30 18:33:09,Jordan-Bolton,Saúde,607083,476685,252716,0.8970092700447474,0.9080257540711507,0.9091521132440846,0.7899181498347203,8.309457839607552,Key_11,0.7405112320076678,607083,252716,8309.457839607552,Saúde_Jordan-Bolton
2024-01-29 18:33:09,Jordan-Bolton,Saúde,556843,477681,251725,0.7066622640364069,0.7444730401243504,0.8920187887350831,0.8427623440196305,17.207012288124588,Key_12,0.4692830601956242,556843,251725,17207.012288124588,Saúde_Jordan-Bolton
2024-01-28 18:33:09,Jordan-Bolton,Saúde,604625,620775,102670,0.8155536539579463,0.8580746758008984,0.8108515665294027,0.7075070630401481,19.62230089322511,Key_13,0.5674387404599566,620775,102670,19622.30089322511,Saúde_Jordan-Bolton
2024-01-27 18:33:09,Jordan-Bolton,Saúde,804739,312112,160137,0.800032761893902,0.7643837848707175,0.8532510085606907,0.839886065384098,8.697780360871237,Key_14,0.521790355969997,804739,160137,8697.780360871237,Saúde_Jordan-Bolton
2024-01-26 18:33:09,Jordan-Bolton,Saúde,533189,596129,167903,0.9235023265141487,0.8174677260155134,0.7320944953815515,0.710472373960835,18.23475591273815,Key_15,0.5526825475909621,596129,167903,18234.75591273815,Saúde_Jordan-Bolton
2024-01-25 18:33:09,Jordan-Bolton,Saúde,674231,336601,106014,0.8856863706853464,0.7517722020612548,0.9024723934865378,0.7585055124208027,8.087971813077061,Key_16,0.6008971585201115,674231,106014,8087.971813077062,Saúde_Jordan-Bolton
2024-01-24 18:33:09,Jordan-Bolton,Saúde,778458,661630,228108,0.8011409163401968,0.877213491941971,0.7521972882377631,0.7318235915752478,6.052814876853883,Key_17,0.5286229073864114,778458,228108,6052.814876853883,Saúde_Jordan-Bolton
2024-01-23 18:33:09,Jordan-Bolton,Saúde,965303,667902,346272,0.8781127771200616,0.8944751461341642,0.8322719300659158,0.7339743578190638,8.83856468257967,Key_18,0.6537080329429019,965303,346272,8838.56468257967,Saúde_Jordan-Bolton
2024-01-22 18:33:09,Jordan-Bolton,Saúde,952314,303811,180193,0.7739991619671727,0.7617503299833637,0.9103489409215408,0.7176799073122461,12.328058239285147,Key_19,0.5367363800166934,952314,180193,12328.058239285147,Saúde_Jordan-Bolton
2024-01-21 18:33:09,Jordan-Bolton,Saúde,925082,538535,222374,0.8063024028232173,0.8226128620115966,0.7104487295769525,0.7911368016557387,19.450251052031536,Key_20,0.47122268732335076,925082,222374,19450.251052031537,Saúde_Jordan-Bolton
2024-01-20 18:33:09,Jordan-Bolton,Saúde,670384,671661,306528,0.816008866530757,0.7289309395894429,0.8348681106783213,0.8993210889432367,5.2169848579518625,Key_21,0.4965913320481745,671661,306528,5216.984857951862,Saúde_Jordan-Bolton
2024-01-19 18:33:09,Jordan-Bolton,Saúde,936560,582060,193704,0.8056690206598767,0.8731415658189765,0.7177925220897378,0.9316067102302781,6.280778470523337,Key_22,0.5049405600896615,936560,193704,6280.778470523337,Saúde_Jordan-Bolton
2024-01-18 18:33:09,Jordan-Bolton,Saúde,559860,326785,139149,0.7593131105258082,0.8554728497296582,0.7277173025905694,0.7998122238949839,5.8352901249013716,Key_23,0.47270460211187854,559860,139149,5835.290124901371,Saúde_Jordan-Bolton
2024-01-17 18:33:09,Jordan-Bolton,Saúde,692375,409935,180012,0.8908214468707627,0.7172836646516594,0.9191608643548754,0.8819084448772504,13.51951685695248,Key_24,0.5873177542986459,692375,180012,13519.51685695248,Saúde_Jordan-Bolton
2024-01-16 18:33:09,Jordan-Bolton,Saúde,750038,464804,186181,0.8784265413990652,0.937119942238197,0.8719206773668862,0.7881356355984717,13.669117314301413,Key_25,0.7177572802500986,750038,186181,13669.117314301413,Saúde_Jordan-Bolton
2024-01-15 18:33:09,Jordan-Bolton,Saúde,631269,662074,374072,0.8196178866507474,0.9290281196057233,0.7395018093385324,0.9142341736311324,14.12440120917305,Key_26,0.5630922210677743,662074,374072,14124.40120917305,Saúde_Jordan-Bolton
2024-01-14 18:33:09,Jordan-Bolton,Saúde,966541,664918,335235,0.7643378749530085,0.7140886592738781,0.7213830688160853,0.8152441587479774,12.971019531632077,Key_27,0.3937344919040784,966541,335235,12971.019531632077,Saúde_Jordan-Bolton
2024-01-13 18:33:09,Jordan-Bolton,Saúde,809736,660303,100674,0.9183426592280115,0.8329011786098675,0.7295984224089923,0.8402681644540899,5.128518253303871,Key_28,0.5580615766094693,809736,100674,5128.518253303871,Saúde_Jordan-Bolton
2024-01-12 18:33:09,Jordan-Bolton,Saúde,803272,498176,169161,0.7673057459158981,0.7230977261700701,0.7865145231461168,0.7484486214477226,14.345079397958115,Key_29,0.43638739005660576,803272,169161,14345.079397958114,Saúde_Jordan-Bolton
2024-01-11 18:33:09,Jordan-Bolton,Saúde,857050,471168,218214,0.8591219905084626,0.8854366637318501,0.8180108546346594,0.7473717767296582,18.004344625421144,Key_30,0.6222593102739036,857050,218214,18004.344625421145,Saúde_Jordan-Bolton
2024-01-10 18:33:09,Jordan-Bolton,Saúde,880922,614893,251330,0.8091156910520648,0.7257573582984064,0.7540615059061188,0.8349282551629312,14.978169591873225,Key_31,0.4428012541384754,880922,251330,14978.169591873226,Saúde_Jordan-Bolton
2024-01-09 18:33:09,Jordan-Bolton,Saúde,559799,666741,105944,0.8459181454091863,0.8945798844009202,0.709058342914849,0.8528998824997627,14.479981284172663,Key_32,0.5365737724200872,666741,105944,14479.981284172663,Saúde_Jordan-Bolton
2024-01-08 18:33:09,Jordan-Bolton,Saúde,664566,494200,228798,0.7703375807279739,0.8665110616952789,0.7868279673061458,0.7500059546944655,16.30225094089625,Key_33,0.5252124166367159,664566,228798,16302.25094089625,Saúde_Jordan-Bolton
2024-01-07 18:33:09,Jordan-Bolton,Saúde,735115,579483,349202,0.8304069453249165,0.8985214996648825,0.9370445748740598,0.9472906154066701,11.99718628743609,Key_34,0.6991650277626072,735115,349202,11997.18628743609,Saúde_Jordan-Bolton
2024-01-06 18:33:09,Jordan-Bolton,Saúde,664665,391671,314663,0.7749272749271139,0.9238537317157767,0.8576919396818552,0.881301192753608,8.553776241665929,Key_35,0.6140383458002908,664665,314663,8553.77624166593,Saúde_Jordan-Bolton
2024-01-05 18:33:09,Jordan-Bolton,Saúde,762812,439137,187331,0.7109941520023428,0.8413061808863808,0.9113546254732015,0.9105175107373988,10.3179632745885,Key_36,0.5451393228211063,762812,187331,10317.963274588501,Saúde_Jordan-Bolton
2024-01-04 18:33:09,Jordan-Bolton,Saúde,620429,445070,332705,0.7976032627155394,0.8173427564113055,0.7691136515306178,0.90596875094229,9.27912108465901,Key_37,0.5013969178549808,620429,332705,9279.121084659011,Saúde_Jordan-Bolton
2024-01-03 18:33:09,Jordan-Bolton,Saúde,940065,579038,375566,0.9333003862051888,0.8878710969737862,0.8925980775804407,0.7348135604355805,8.519916467421453,Key_38,0.7396517876826193,940065,375566,8519.916467421453,Saúde_Jordan-Bolton
2024-01-02 18:33:09,Jordan-Bolton,Saúde,684213,678587,229962,0.7015248847461686,0.8453346906662393,0.8676478414729065,0.7125156689532431,6.4039860484263755,Key_39,0.5145354047918732,684213,229962,6403.986048426375,Saúde_Jordan-Bolton
