Timestamp,Company_Name,Industry_Type,Revenue,Expenses,Profit,Efficiency,Quality,Innovation,Satisfaction,Market_Share,Key_Column,Mean_Value,Max_Value,Min_Value,Total_Production,Company_ID
2024-02-10 19:34:36,Ibarra-Downs,Logística,823321,457185,357549,0.7153485727357021,0.8915699001400841,0.7235564296858258,0.7754246750720353,6.894769855318882,Key_0,0.46147217530590534,823321,357549,6894.769855318882,Logística_Ibarra-Downs
2024-02-09 19:34:36,Ibarra-Downs,Logística,983318,527948,272971,0.8959690938138001,0.7425089799087069,0.7006630120242772,0.7124000613815065,9.055118373227373,Key_1,0.46612664727341385,983318,272971,9055.118373227373,Logística_Ibarra-Downs
2024-02-08 19:34:36,Ibarra-Downs,Logística,908918,555682,327237,0.781177757277296,0.8212338228872188,0.8394356035512964,0.8173818479365818,18.061915262188307,Key_2,0.5385227835834702,908918,327237,18061.915262188308,Logística_Ibarra-Downs
2024-02-07 19:34:36,Ibarra-Downs,Logística,520947,413242,374860,0.9204309580720418,0.7098413835464985,0.8921005606259866,0.9183771874839415,19.68424316689142,Key_3,0.5828628086743632,520947,374860,19684.24316689142,Logística_Ibarra-Downs
2024-02-06 19:34:36,Ibarra-Downs,Logística,982201,531503,364920,0.7139954872727178,0.9260108295304437,0.807247741374041,0.9299649545269266,15.164347187496443,Key_4,0.5337260141926381,982201,364920,15164.347187496443,Logística_Ibarra-Downs
2024-02-05 19:34:36,Ibarra-Downs,Logística,618498,589479,394121,0.7130237630080378,0.8320617758800919,0.7549405530581066,0.8891611512315808,19.6982139555247,Key_5,0.44789099429144963,618498,394121,19698.2139555247,Logística_Ibarra-Downs
2024-02-04 19:34:36,Ibarra-Downs,Logística,760231,624813,166497,0.7314041671843639,0.8640432478372085,0.7568185997154442,0.7074122740722878,14.088944842070394,Key_6,0.4782827392960329,760231,166497,14088.944842070394,Logística_Ibarra-Downs
2024-02-03 19:34:36,Ibarra-Downs,Logística,829750,334630,353194,0.7841956183036112,0.9118279580986396,0.7797292498351805,0.9447589889728105,6.027851008170053,Key_7,0.5575465614137858,829750,334630,6027.851008170053,Logística_Ibarra-Downs
2024-02-02 19:34:36,Ibarra-Downs,Logística,528193,414257,118451,0.8951956912669319,0.8505778091142601,0.7036565214386588,0.9200129295493799,12.025849583579348,Key_8,0.5357877111096886,528193,118451,12025.849583579347,Logística_Ibarra-Downs
2024-02-01 19:34:36,Ibarra-Downs,Logística,676991,396783,304292,0.7444810284816238,0.8326426646231831,0.8434712401935671,0.9453967178033981,13.01464631578935,Key_9,0.5228565760607764,676991,304292,13014.646315789349,Logística_Ibarra-Downs
2024-01-31 19:34:36,Ibarra-Downs,Logística,559670,315149,332918,0.8097179122441508,0.9089814246010444,0.7984166324063913,0.7884557458848416,16.644730840052514,Key_10,0.5876494452105947,559670,315149,16644.730840052514,Logística_Ibarra-Downs
2024-01-30 19:34:36,Ibarra-Downs,Logística,997830,507707,129189,0.9430089483851368,0.7559350719268332,0.7399514407037266,0.8989163409723472,19.635919640645714,Key_11,0.527477001880509,997830,129189,19635.919640645712,Logística_Ibarra-Downs
2024-01-29 19:34:36,Ibarra-Downs,Logística,789320,360548,260576,0.9104147970160431,0.8531241827399211,0.7091959149932743,0.8748836116821866,13.735120765516568,Key_12,0.5508302542419322,789320,260576,13735.120765516567,Logística_Ibarra-Downs
2024-01-28 19:34:36,Ibarra-Downs,Logística,662111,659306,110949,0.8587460142433873,0.8707698395963415,0.8328332373298059,0.8156667755671838,16.429057215062464,Key_13,0.6227678173774848,662111,110949,16429.057215062465,Logística_Ibarra-Downs
2024-01-27 19:34:36,Ibarra-Downs,Logística,842123,569420,345477,0.7887766466593741,0.7800571671173512,0.8896882435663422,0.7034211454705741,9.084577980701827,Key_14,0.5474170591791633,842123,345477,9084.577980701826,Logística_Ibarra-Downs
2024-01-26 19:34:36,Ibarra-Downs,Logística,530014,358094,316154,0.8168273898712819,0.9449879813175063,0.7748963426362264,0.9484119861691903,16.274801186612635,Key_15,0.5981363390387614,530014,316154,16274.801186612634,Logística_Ibarra-Downs
2024-01-25 19:34:36,Ibarra-Downs,Logística,568339,508790,362557,0.7661995605468115,0.796856223545996,0.8534554893016916,0.810458913494227,19.456528455797624,Key_16,0.5210780071176025,568339,362557,19456.528455797623,Logística_Ibarra-Downs
2024-01-24 19:34:36,Ibarra-Downs,Logística,991739,436192,216022,0.7543491282581336,0.8758998609637207,0.7557866423915585,0.8547610626843227,13.447318520606203,Key_17,0.4993741555095796,991739,216022,13447.318520606203,Logística_Ibarra-Downs
2024-01-23 19:34:36,Ibarra-Downs,Logística,791860,303985,381241,0.9298926891071978,0.871178844167987,0.7828078242200595,0.8547707142422581,14.770793407608224,Key_18,0.6341548400849492,791860,303985,14770.793407608224,Logística_Ibarra-Downs
2024-01-22 19:34:36,Ibarra-Downs,Logística,581709,509374,321486,0.8158336247702991,0.8785888824398733,0.8753777288390537,0.7308677369269581,13.270250428440514,Key_19,0.6274553079292504,581709,321486,13270.250428440515,Logística_Ibarra-Downs
2024-01-21 19:34:36,Ibarra-Downs,Logística,569420,481802,267904,0.9166505914634089,0.7102766284043257,0.7773083428157117,0.9138478470985691,19.595779798725033,Key_20,0.5060864113686904,569420,267904,19595.779798725034,Logística_Ibarra-Downs
2024-01-20 19:34:36,Ibarra-Downs,Logística,718959,584690,399468,0.8935221295292646,0.8483399876160925,0.7032005051871091,0.7824353212073756,9.231249289339772,Key_21,0.5330334033142108,718959,399468,9231.249289339772,Logística_Ibarra-Downs
2024-01-19 19:34:36,Ibarra-Downs,Logística,902503,672738,134624,0.7666634220517484,0.8530367666345926,0.7128645167841237,0.937157941140931,15.951164952426591,Key_22,0.46620775282614113,902503,134624,15951.16495242659,Logística_Ibarra-Downs
2024-01-18 19:34:36,Ibarra-Downs,Logística,591571,377016,204171,0.7919414773051101,0.9072267915533259,0.7142750355755169,0.7796276244533588,8.221993484570774,Key_23,0.513185560199698,591571,204171,8221.993484570774,Logística_Ibarra-Downs
2024-01-17 19:34:36,Ibarra-Downs,Logística,835024,344929,384648,0.7526084481395465,0.8347199016676946,0.7150874084595604,0.7574687999051353,9.210468612351594,Key_24,0.4492302451271793,835024,344929,9210.468612351595,Logística_Ibarra-Downs
2024-01-16 19:34:36,Ibarra-Downs,Logística,846438,525470,178454,0.7479917316200264,0.8677141890632405,0.8474471599714184,0.9424793812341459,5.277555947193947,Key_25,0.5500296799545841,846438,178454,5277.555947193947,Logística_Ibarra-Downs
2024-01-15 19:34:36,Ibarra-Downs,Logística,731905,413014,188117,0.7112356399074623,0.7306468104974138,0.8255270262668819,0.7871159883000325,11.965678732759617,Key_26,0.42899506829484724,731905,188117,11965.678732759618,Logística_Ibarra-Downs
2024-01-14 19:34:36,Ibarra-Downs,Logística,969126,476375,328871,0.7861826191925704,0.9498068413038459,0.8792428099767522,0.8946149039998765,15.736378178326328,Key_27,0.6565496244279376,969126,328871,15736.378178326328,Logística_Ibarra-Downs
2024-01-13 19:34:36,Ibarra-Downs,Logística,572373,625239,298354,0.7154658499614123,0.7873775604741227,0.8945708281027765,0.7726740798855466,7.023078123274743,Key_28,0.503949100762907,625239,298354,7023.078123274743,Logística_Ibarra-Downs
2024-01-12 19:34:36,Ibarra-Downs,Logística,551534,331496,318958,0.7582167735206402,0.8549078481798109,0.8573037563903498,0.775891662722966,10.549666223446787,Key_29,0.5557089846047094,551534,318958,10549.666223446786,Logística_Ibarra-Downs
2024-01-11 19:34:36,Ibarra-Downs,Logística,956586,487361,357449,0.7216040238417313,0.8810544102706599,0.7952982170399667,0.7562515971681417,7.760179965561829,Key_30,0.5056286622669847,956586,357449,7760.179965561829,Logística_Ibarra-Downs
