Timestamp,Temperatura,Pressao,Velocidade,Producao
2023-07-17 07:39:48,21.236203565420873,927.7580944701939,5.057440507524306,708
2023-02-23 07:39:48,38.52142919229749,1037.9377361324582,3.910552770344311,445
2023-07-18 07:39:48,31.959818254342153,995.8053917951468,6.392801019849084,829
2023-05-13 07:39:48,27.959754525911098,960.3515114500461,5.144011598676855,481
2023-09-25 07:39:48,14.680559213273096,993.5664678743485,1.8342185236973052,291
2024-02-05 07:39:48,14.67983561008608,941.9259775902692,8.100449789345078,265
2023-08-16 07:39:48,11.742508365045984,1085.0173264972282,4.721951983405571,111
2023-05-16 07:39:48,35.98528437324806,910.7945265101825,1.5323151790598277,290
2023-09-05 07:39:48,28.033450352296263,1073.083407059224,1.668798429286622,548
2023-09-16 07:39:48,31.242177333881365,1002.2717577466702,7.969684104789558,287
2023-08-24 07:39:48,10.617534828874074,1023.7892992277634,7.029931842231004,375
2024-01-03 07:39:48,39.097295564859834,960.5211241817408,5.06527952539761,604
2023-09-25 07:39:48,34.97327922401266,1093.3395233588642,3.060815097523324,341
2023-08-15 07:39:48,16.370173320348286,956.370191703898,4.605220367970761,421
2023-12-05 07:39:48,15.454749016213018,1017.7755994280609,6.364835371380434,629
2023-08-09 07:39:48,15.502135295603015,1098.6833410214258,8.792823174295144,557
2023-09-22 07:39:48,19.127267288786133,1076.2188792766892,5.558678676787286,474
2023-02-18 07:39:48,25.742692948967136,1007.2659650572213,2.7673529477375016,602
2023-07-31 07:39:48,22.958350559263472,1098.0749045934424,0.427399146934786,873
2023-03-25 07:39:48,18.736874205941255,1040.273972346523,1.754550559167406,165
2023-06-21 07:39:48,28.355586841671386,941.7400832283619,6.501776206624628,563
2024-01-29 07:39:48,14.184815819561255,981.1192420871613,1.6043696682415765,168
2023-08-06 07:39:48,18.764339456056547,966.8986668023102,4.8153955314345085,738
2023-08-24 07:39:48,20.99085529881075,968.8027416542378,6.989550154763854,224
2023-11-04 07:39:48,23.682099526511077,1052.0912878719732,3.082249014031108,201
2023-12-09 07:39:48,33.55527884179041,1016.8525854545587,6.691058898072861,825
2024-02-01 07:39:48,15.990213464750791,907.6185423179057,5.810720616478187,477
2023-05-22 07:39:48,25.42703315240835,1075.4896967301952,4.389391069283954,249
2023-02-11 07:39:48,27.772437065861276,959.3592280960329,8.97245478884261,610
2023-10-11 07:39:48,11.393512381599932,1099.4149753826287,6.920588904274437,505
2023-11-29 07:39:48,28.22634555704315,1090.838146066957,3.605970331525752,676
2023-09-04 07:39:48,15.115723710618745,1088.106143336393,8.042645335255417,327
2023-09-11 07:39:48,11.951547789558386,1062.2255208127947,7.381022141696717,688
2023-03-29 07:39:48,38.466566117599996,944.1226663367086,7.916839655081644,495
2023-06-04 07:39:48,38.96896099223678,1006.5265488057564,6.409559830409944,802
2023-04-17 07:39:48,34.25192044349383,944.8605253649949,3.7937061583949863,752
2023-10-21 07:39:48,19.13841307520112,951.9350911177899,3.485785156042691,726
2023-12-05 07:39:48,12.930163420191516,1022.1903538872555,6.541513607592644,607
2023-08-17 07:39:48,30.526990795364707,908.1667090706127,1.3090000796690116,734
2023-09-04 07:39:48,23.20457481218804,1093.8917133641417,8.199143504985758,339
2023-03-09 07:39:48,13.661147045343364,1083.734634515593,3.703353839980731,545
2024-01-10 07:39:48,24.855307303338105,976.153514431544,6.303719893655489,158
2023-08-22 07:39:48,11.031655633456552,1003.0844896013826,4.99063914933418,990
2024-01-20 07:39:48,37.27961206236346,993.2238838535518,5.193264920246539,725
2023-02-06 07:39:48,17.763399448000506,1076.439955723494,7.380061462013471,693
2023-06-06 07:39:48,29.87566853061946,1037.7203752632222,6.2667005367141835,825
2023-09-19 07:39:48,19.35133228268233,955.6222494848713,2.5030898834571347,868
2023-05-04 07:39:48,25.602040635334326,989.3682508930594,0.7422593142373779,423
2023-10-26 07:39:48,26.40130838029839,985.7931951373528,8.40234067365291,108
2023-11-23 07:39:48,15.545633665765811,1091.8670336567836,8.848940747518576,614
2023-02-16 07:39:48,39.08753883293676,935.062182102928,1.644965329173187,555
2023-12-02 07:39:48,33.253984700833435,917.9152674588859,3.0947706691953245,876
2023-06-09 07:39:48,38.18496824692568,1076.123766432338,2.8234238193173233,437
2023-11-06 07:39:48,36.844820512829465,1079.3371979011742,9.374485607401548,424
2023-02-17 07:39:48,27.936999364332554,1074.347817582433,2.047773819306884,889
2023-10-03 07:39:48,37.6562270506935,1002.1953831251112,1.6653923209983201,712
2023-04-07 07:39:48,12.654775061557585,1031.9488856538921,1.8183854974819902,217
2023-12-04 07:39:48,15.879485872574357,1012.6726095121968,7.298691760937669,552
2023-10-16 07:39:48,11.356818667316142,913.8895652108802,8.880198442464751,506
